,batch,kernel,machine,scheduler,tasks,time
3342,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,4000,2.159
3343,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,1000,0.561
3344,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,8000,4.26
3345,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,10000,5.288
3346,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,8000,4.188
3347,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,4000,2.172
3348,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,40,0.025
3349,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,1000,0.566
3350,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,8000,4.231
3351,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,4000,2.156
3352,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,40,0.027
3353,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,40,0.025
3354,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,8000,4.28
3355,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,4000,2.155
3356,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,2000,1.121
3357,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,6000,3.178
3358,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,6000,3.733
3359,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,8000,4.215
3360,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,6000,3.209
3361,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,4000,2.2
3362,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,40,0.027
3363,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,10000,5.302
3364,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,6000,3.209
3365,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,2000,1.082
3366,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,40,0.025
3367,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,40,0.025
3368,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,6000,3.194
3369,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,40,0.025
3370,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,10000,5.911
3371,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,6000,3.171
3372,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,8000,4.261
3373,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,4000,2.159
3374,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,10000,5.258
3375,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,10000,5.223
3376,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,1000,0.56
3377,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,8000,4.2
3378,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,1000,0.564
3379,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,40,0.025
3380,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,6000,3.184
3381,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,1000,0.564
3382,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,4000,2.169
3383,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,4000,2.163
3384,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,4000,2.155
3385,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,4000,2.159
3386,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,6000,3.186
3387,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,40,0.025
3388,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,40,0.026
3389,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,1000,0.564
3390,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,40,0.025
3391,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,2000,1.083
3392,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,1000,0.559
3393,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,10000,5.307
3394,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,8000,4.247
3395,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,1000,0.564
3396,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,2000,1.1
3397,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,4000,2.128
3398,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,4000,2.157
3399,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,4000,2.151
3400,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,40,0.027
3401,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,10000,5.306
3402,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,6000,3.287
3403,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,4000,2.142
3404,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,6000,3.172
3405,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,6000,3.146
3406,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,6000,3.252
3407,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,1000,0.562
3408,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,1000,0.551
3409,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,2000,1.242
3410,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,8000,4.187
3411,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,2000,1.083
3412,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,4000,2.167
3413,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,4000,2.142
3414,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,10000,5.271
3415,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,6000,3.157
3416,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,10000,5.355
3417,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,2000,1.101
3418,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,40,0.026
3419,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,1000,0.568
3420,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,6000,3.2
3421,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,4000,2.161
3422,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,8000,4.271
3423,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,4000,2.162
3424,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,8000,4.184
3425,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,6000,3.18
3426,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,1000,0.563
3427,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,6000,3.158
3428,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,40,0.025
3429,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,40,0.025
3430,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,8000,4.192
3431,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,4000,2.151
3432,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,1000,0.558
3433,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,40,0.027
3434,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,6000,3.167
3435,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,2000,1.094
3436,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,6000,3.169
3437,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,2000,1.105
3438,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,40,0.025
3439,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,6000,3.185
3440,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,40,0.025
3441,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,8000,4.227
3442,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,2000,1.092
3443,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,4000,2.133
3444,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,6000,3.181
3445,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,2000,1.09
3446,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,6000,3.178
3447,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,1000,0.579
3448,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,8000,4.737
3449,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,2000,1.114
3450,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,10000,5.269
3451,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,40,0.025
3452,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,2000,1.089
3453,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,1000,0.565
3454,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,2000,1.088
3455,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,2000,1.08
3456,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,4000,2.156
3457,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,40,0.026
3458,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,40,0.031
3459,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,8000,4.237
3460,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,40,0.025
3461,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,4000,2.156
3462,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,40,0.025
3463,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,40,0.025
3464,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,10000,5.226
3465,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,10000,5.21
3466,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,8000,4.231
3467,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,4000,2.159
3468,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,10000,5.329
3469,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,40,0.027
3470,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,10000,5.663
3471,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,10000,5.31
3472,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,4000,2.139
3473,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,8000,4.27
3474,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,8000,4.215
3475,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,4000,2.138
3476,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,8000,4.271
3477,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,2000,1.103
3478,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,10000,5.25
3479,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,2000,1.079
3480,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,8000,4.225
3481,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,4000,2.274
3482,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,4000,2.14
3483,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,10000,5.338
3484,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,40,0.026
3485,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,2000,1.1
3486,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,6000,3.16
3487,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,8000,4.237
3488,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,8000,4.185
3489,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,10000,5.263
3490,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,2000,1.085
3491,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,40,0.025
3492,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,2000,1.093
3493,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,40,0.025
3494,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,2000,1.087
3495,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,1000,0.561
3496,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,1000,0.56
3497,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,2000,1.094
3498,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,4000,2.165
3499,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,10000,5.268
3500,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,8000,4.205
3501,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,1000,0.557
3502,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,4000,2.159
3503,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,10000,5.25
3504,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,6000,3.223
3505,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,2000,1.085
3506,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,2000,1.089
3507,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,40,0.025
3508,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,10000,5.276
3509,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,10000,5.308
3510,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,8000,4.199
3511,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,10000,5.27
3512,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,6000,3.178
3513,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,10000,5.246
3514,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,2000,1.079
3515,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,2000,1.086
3516,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,10000,5.257
3517,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,2000,1.083
3518,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,4000,2.132
3519,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,2000,1.133
3520,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,10000,5.239
3521,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,8000,4.168
3522,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,2000,1.108
3523,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,8000,4.269
3524,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,10000,5.38
3525,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,8000,4.24
3526,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,8000,4.28
3527,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,8000,4.312
3528,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,1000,0.562
3529,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,10000,5.247
3530,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,10000,5.336
3531,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,2000,1.097
3532,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,1000,0.566
3533,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,40,0.026
3534,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,8000,4.216
3535,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,6000,3.164
3536,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,4000,2.154
3537,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,4000,2.133
3538,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,1000,0.56
3539,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,40,0.03
3540,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,2000,1.099
3541,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,8000,4.711
3542,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,6000,3.209
3543,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,6000,3.18
3544,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,10000,5.336
3545,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,8000,4.191
3546,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,10000,5.263
3547,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,40,0.026
3548,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,8000,4.252
3549,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,2000,1.094
3550,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,4000,2.168
3551,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,2000,1.1
3552,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,4000,2.151
3553,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,1000,0.563
3554,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,4000,2.151
3555,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,8000,4.236
3556,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,40,0.025
3557,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,2000,1.105
3558,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,2000,1.096
3559,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,ule_wwc scheduling policy,10000,5.3
3560,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,cfs_wwc scheduling policy,10000,5.332
3561,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,cfs_wwc scheduling policy,2000,1.239
3562,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,cfs_wwc scheduling policy,6000,3.22
3563,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,cfs_wwc scheduling policy,4000,2.449
3564,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,cfs_wwc scheduling policy,4000,2.137
3565,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,cfs_wwc scheduling policy,4000,2.135
3566,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,cfs_wwc scheduling policy,1000,0.521
3567,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,cfs_wwc scheduling policy,10000,5.326
3568,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,cfs_wwc scheduling policy,4000,2.147
3569,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,cfs_wwc scheduling policy,10000,5.345
3570,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,cfs_wwc scheduling policy,8000,4.264
3571,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,cfs_wwc scheduling policy,10000,5.46
3572,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,cfs_wwc scheduling policy,2000,1.065
3573,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,cfs_wwc scheduling policy,1000,0.547
3574,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,cfs_wwc scheduling policy,4000,2.127
3575,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,cfs_wwc scheduling policy,2000,1.075
3576,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,cfs_wwc scheduling policy,40,0.032
3577,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,cfs_wwc scheduling policy,10000,5.312
3578,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,cfs_wwc scheduling policy,6000,3.196
3579,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,cfs_wwc scheduling policy,6000,3.22
3580,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,cfs_wwc scheduling policy,10000,5.311
3581,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,cfs_wwc scheduling policy,40,0.032
3582,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,cfs_wwc scheduling policy,40,0.032
3583,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,cfs_wwc scheduling policy,2000,1.065
3584,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,cfs_wwc scheduling policy,1000,0.537
3585,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,cfs_wwc scheduling policy,4000,2.126
3586,hackbench 1.0-3,4.19.0-ipanema-gab29e103e36b,i44,cfs_wwc scheduling policy,10000,5.344
