,avg_latency,client,client_sched,clients,duration,engine,engine_sched,events,file,kernel,machine,max_latency,min_latency,nr_load_updates,nr_migrations,nr_sleep,nr_switches,nr_uninterruptible,nr_wakeup,p95th_latency,st_mtime,sum_latency,throughput
334,7.04,sysbench 1.1.0,cfs_wwc scheduling policy,32,300.0086,mongo v3.6.3,cfs_wwc scheduling policy,1364191,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/9F1zCrzWRG2Xa3,4.19.0-ipanema-g9ba5ed25b696,i44,120.58,5.05,,,,,,,8.13,1552221578.152528,9597419.56,4547.1731
335,8.83,sysbench 1.1.0,cfs_wwc scheduling policy,64,300.0174,mongo v3.6.3,cfs_wwc scheduling policy,2173537,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/ba9AmNph3s8mXT,4.19.0-ipanema-g9ba5ed25b696,i44,141.40,4.89,,,,,,,9.56,1552316353.644095,19195077.96,7244.7036
336,15.94,sysbench 1.1.0,cfs_wwc scheduling policy,128,300.0410,mongo v3.6.3,cfs_wwc scheduling policy,2408749,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/5gm3APmvjnU1WS,4.19.0-ipanema-g9ba5ed25b696,i44,307.11,5.15,,,,,,,19.29,1552166499.4175217,38393967.23,8028.0664
337,7.03,sysbench 1.1.0,cfs_wwc scheduling policy,32,300.0079,mongo v3.6.3,cfs_wwc scheduling policy,1364921,/home/dc/storage/i44/mongo/v3.6.3/ba5434ed5c9335cf80c151ff4bd93e97/data/uDXso20xqrXqsN,4.19.0-ipanema-g9ba5ed25b696,i44,125.80,5.03,,,,,,,7.98,1552295166.151953,9597469.57,4549.6171
338,30.99,sysbench 1.1.0,cfs_wwc scheduling policy,256,300.0647,mongo v4.1.8,cfs_wwc scheduling policy,2478291,/home/dc/storage/i44/mongo/r4.1.8/730faba86fff98ff97b85d9d97267602/data/7DgztqYw1dfPeC,4.19.0-ipanema-gab29e103e36b,i44,2284.33,5.51,,,,,,,42.61,1553196025.4895234,76794221.18,8259.1875
339,49.35,sysbench 1.1.0,cfs_wwc scheduling policy,400,300.1012,mongo v4.1.8,cfs_wwc scheduling policy,2431271,/home/dc/storage/i44/mongo/r4.1.8/730faba86fff98ff97b85d9d97267602/data/5TwA8XPmpgo8Pj,4.19.0-ipanema-gab29e103e36b,i44,10828.82,5.59,,,,,,,64.47,1553189288.4047272,119993890.52,8101.5024
340,47.98,sysbench 1.1.0,cfs_wwc scheduling policy,400,302.9728,mongo v4.1.8,cfs_wwc scheduling policy,2500985,/home/dc/storage/i44/mongo/r4.1.8/730faba86fff98ff97b85d9d97267602/data/PxnuNc38SjuDUu,4.19.0-ipanema-gab29e103e36b,i44,17309.85,5.31,,,,,,,63.32,1553104096.3990798,119998172.31,8254.8179
341,9.70,sysbench 1.1.0,cfs_wwc scheduling policy,64,300.0165,mongo v4.1.8,cfs_wwc scheduling policy,1979316,/home/dc/storage/i44/mongo/r4.1.8/730faba86fff98ff97b85d9d97267602/data/TYoMd7WR2AugDO,4.19.0-ipanema-gab29e103e36b,i44,2208.03,5.08,,,,,,,12.08,1553109483.8269799,19195780.39,6597.3573
342,6.44,sysbench 1.1.0,cfs_wwc scheduling policy,32,300.0081,mongo v4.1.8,cfs_wwc scheduling policy,1490602,/home/dc/storage/i44/mongo/r4.1.8/730faba86fff98ff97b85d9d97267602/data/QFnQnja0aKczuh,4.19.0-ipanema-gab29e103e36b,i44,1924.43,4.93,,,,,,,7.56,1553240129.604893,9597429.93,4968.5388
343,6.34,sysbench 1.1.0,cfs_wwc scheduling policy,32,300.0084,mongo v4.1.8,cfs_wwc scheduling policy,1513638,/home/dc/storage/i44/mongo/r4.1.8/730faba86fff98ff97b85d9d97267602/data/mKH0GeoeskgI5c,4.19.0-ipanema-gab29e103e36b,i44,290.75,4.98,,,,,,,7.43,1553111722.6878724,9597419.52,5045.3188
344,6.45,sysbench 1.1.0,cfs_wwc scheduling policy,32,300.0082,mongo v4.1.8,cfs_wwc scheduling policy,1487722,/home/dc/storage/i44/mongo/r4.1.8/730faba86fff98ff97b85d9d97267602/data/ALj3h73t1fktsf,4.19.0-ipanema-gab29e103e36b,i44,466.28,4.88,,,,,,,7.56,1553223036.354341,9597333.44,4958.9371
345,30.28,sysbench 1.1.0,cfs_wwc scheduling policy,256,300.0671,mongo v4.1.8,cfs_wwc scheduling policy,2535960,/home/dc/storage/i44/mongo/r4.1.8/730faba86fff98ff97b85d9d97267602/data/iOebZOUaboMYT2,4.19.0-ipanema-gab29e103e36b,i44,1967.21,5.58,,,,,,,41.85,1553239229.7942815,76793469.80,8451.3101
346,9.70,sysbench 1.1.0,cfs_wwc scheduling policy,64,300.0172,mongo v4.1.8,cfs_wwc scheduling policy,1979839,/home/dc/storage/i44/mongo/r4.1.8/730faba86fff98ff97b85d9d97267602/data/nnF3OUDMDebPmf,4.19.0-ipanema-gab29e103e36b,i44,2213.46,5.09,,,,,,,12.30,1553221250.6743813,19195472.67,6599.0845
347,9.69,sysbench 1.1.0,cfs_wwc scheduling policy,64,300.0170,mongo v4.1.8,cfs_wwc scheduling policy,1980745,/home/dc/storage/i44/mongo/r4.1.8/730faba86fff98ff97b85d9d97267602/data/KVSiKIonqq2IJc,4.19.0-ipanema-gab29e103e36b,i44,2235.53,4.96,,,,,,,12.08,1553245972.8049288,19195632.96,6602.1102
348,50.13,sysbench 1.1.0,cfs_wwc scheduling policy,400,300.1024,mongo v4.1.8,cfs_wwc scheduling policy,2393948,/home/dc/storage/i44/mongo/r4.1.8/730faba86fff98ff97b85d9d97267602/data/TNgcWNSAG4bexp,4.19.0-ipanema-gab29e103e36b,i44,12402.78,5.60,,,,,,,66.84,1553242826.498109,119997561.42,7977.1039
349,31.41,sysbench 1.1.0,cfs_wwc scheduling policy,256,300.0593,mongo v4.1.8,cfs_wwc scheduling policy,2444917,/home/dc/storage/i44/mongo/r4.1.8/730faba86fff98ff97b85d9d97267602/data/nmYzao6WZrFtXT,4.19.0-ipanema-gab29e103e36b,i44,6982.05,5.56,,,,,,,43.39,1553100952.644757,76792285.28,8148.1123
350,15.41,sysbench 1.1.0,cfs_wwc scheduling policy,128,300.0332,mongo v4.1.8,cfs_wwc scheduling policy,2491555,/home/dc/storage/i44/mongo/r4.1.8/730faba86fff98ff97b85d9d97267602/data/VQdKa7e9ODJPSO,4.19.0-ipanema-gab29e103e36b,i44,3072.81,4.96,,,,,,,23.10,1553217656.582668,38393161.64,8304.2643
351,15.22,sysbench 1.1.0,cfs_wwc scheduling policy,128,300.0361,mongo v4.1.8,cfs_wwc scheduling policy,2522224,/home/dc/storage/i44/mongo/r4.1.8/730faba86fff98ff97b85d9d97267602/data/ueBqVIoVSGpOpt,4.19.0-ipanema-gab29e103e36b,i44,4394.70,5.12,,,,,,,23.10,1553105897.7260144,38392986.23,8406.4028
352,30.65,sysbench 1.1.0,cfs_wwc scheduling policy,256,305.1961,mongo v4.1.8,cfs_wwc scheduling policy,2505742,/home/dc/storage/i44/mongo/r4.1.8/730faba86fff98ff97b85d9d97267602/data/ej6IVAHd4WvlSX,4.19.0-ipanema-gab29e103e36b,i44,5232.82,5.38,,,,,,,41.85,1553215405.9601178,76799793.20,8210.2679
353,15.25,sysbench 1.1.0,cfs_wwc scheduling policy,128,300.0342,mongo v4.1.8,cfs_wwc scheduling policy,2517738,/home/dc/storage/i44/mongo/r4.1.8/730faba86fff98ff97b85d9d97267602/data/MPD3Dr1oO8exYN,4.19.0-ipanema-gab29e103e36b,i44,3487.82,5.18,,,,,,,23.10,1553246873.9503603,38393298.75,8391.5047
354,15.54,sysbench 1.1.0,cfs_wwc scheduling policy,128,300.8862,mongo v4.1.8,cfs_wwc scheduling policy,2471218,/home/dc/storage/i44/mongo/r4.1.8/730faba86fff98ff97b85d9d97267602/data/c0rSYvFstmEaeD,4.19.0-ipanema-gab29e103e36b,i44,3643.08,5.17,,,,,,,23.52,1553191990.4223883,38393868.85,8213.1309
355,9.68,sysbench 1.1.0,cfs_wwc scheduling policy,64,300.0156,mongo v4.1.8,cfs_wwc scheduling policy,1982047,/home/dc/storage/i44/mongo/r4.1.8/730faba86fff98ff97b85d9d97267602/data/VzLLzQaTTKU59j,4.19.0-ipanema-gab29e103e36b,i44,2653.37,4.93,,,,,,,12.08,1553194680.5035448,19195581.24,6606.4804
356,48.36,sysbench 1.1.0,cfs_wwc scheduling policy,400,300.1020,mongo v4.1.8,cfs_wwc scheduling policy,2481241,/home/dc/storage/i44/mongo/r4.1.8/730faba86fff98ff97b85d9d97267602/data/A78HTfiIr2Klct,4.19.0-ipanema-gab29e103e36b,i44,26583.90,5.56,,,,,,,63.32,1553220358.319664,119996549.53,8267.9911
357,6.41,sysbench 1.1.0,cfs_wwc scheduling policy,32,300.0078,mongo v4.1.8,cfs_wwc scheduling policy,1498148,/home/dc/storage/i44/mongo/r4.1.8/730faba86fff98ff97b85d9d97267602/data/WEISmKydoiL0O9,4.19.0-ipanema-gab29e103e36b,i44,854.18,4.96,,,,,,,7.43,1553197364.358199,9597373.48,4993.6970
358,6.80,sysbench 1.1.0,Linux,32,300.0085,mongo v4.1.8,Linux,1412180,/home/dc/storage/i44/mongo/r4.1.8/509813f26d18055fc92c1569daca1450/data/CvTOra7y2KBMWV,4.19.0-ipanema-g9ba5ed25b696,i44,62.86,5.34,,,,,,,7.84,1552444949.766357,9597471.24,4707.1338
359,15.66,sysbench 1.1.0,Linux,128,300.0386,mongo v4.1.8,Linux,2451691,/home/dc/storage/i44/mongo/r4.1.8/509813f26d18055fc92c1569daca1450/data/WJNOsBrOe62p1X,4.19.0-ipanema-g9ba5ed25b696,i44,149.56,5.83,,,,,,,23.10,1552440809.542976,38393887.20,8171.2531
360,32.25,sysbench 1.1.0,Linux,256,300.0617,mongo v4.1.8,Linux,2381143,/home/dc/storage/i44/mongo/r4.1.8/509813f26d18055fc92c1569daca1450/data/KkeTNReJk4oqrM,4.19.0-ipanema-g9ba5ed25b696,i44,1108.19,6.93,,,,,,,43.39,1552505936.7965915,76794060.28,7935.5100
361,15.89,sysbench 1.1.0,Linux,128,300.0345,mongo v4.1.8,Linux,2416613,/home/dc/storage/i44/mongo/r4.1.8/509813f26d18055fc92c1569daca1450/data/l4myPC3YUIxvKL,4.19.0-ipanema-g9ba5ed25b696,i44,158.52,5.68,,,,,,,23.52,1552551334.6033275,38393918.06,8054.4503
362,33.11,sysbench 1.1.0,Linux,256,300.0742,mongo v4.1.8,Linux,2319179,/home/dc/storage/i44/mongo/r4.1.8/509813f26d18055fc92c1569daca1450/data/s6cN4H9t1u8UD7,4.19.0-ipanema-g9ba5ed25b696,i44,1128.55,8.18,,,,,,,44.17,1552426202.4575896,76795429.93,7728.6846
363,54.43,sysbench 1.1.0,Linux,400,300.1003,mongo v4.1.8,Linux,2204466,/home/dc/storage/i44/mongo/r4.1.8/509813f26d18055fc92c1569daca1450/data/CfYnpwGLjMIqH2,4.19.0-ipanema-g9ba5ed25b696,i44,1827.95,7.13,,,,,,,65.65,1552524685.962924,119999900.33,7345.7644
364,34.22,sysbench 1.1.0,Linux,256,300.0605,mongo v4.1.8,Linux,2243887,/home/dc/storage/i44/mongo/r4.1.8/509813f26d18055fc92c1569daca1450/data/Jx4DWEYsHAvLOO,4.19.0-ipanema-g9ba5ed25b696,i44,1143.06,7.39,,,,,,,44.98,1552436175.1625473,76794521.30,7478.1140
365,15.49,sysbench 1.1.0,Linux,128,300.0352,mongo v4.1.8,Linux,2478828,/home/dc/storage/i44/mongo/r4.1.8/509813f26d18055fc92c1569daca1450/data/TbA7fA4XIBtZL4,4.19.0-ipanema-g9ba5ed25b696,i44,135.72,5.63,,,,,,,23.10,1552427575.6246853,38393526.12,8261.7903
366,6.90,sysbench 1.1.0,Linux,32,300.0082,mongo v4.1.8,Linux,1391670,/home/dc/storage/i44/mongo/r4.1.8/509813f26d18055fc92c1569daca1450/data/ISHaSgIFF089qE,4.19.0-ipanema-g9ba5ed25b696,i44,67.97,5.44,,,,,,,7.98,1552528861.0375738,9597519.19,4638.7728
367,6.89,sysbench 1.1.0,Linux,32,300.0087,mongo v4.1.8,Linux,1393944,/home/dc/storage/i44/mongo/r4.1.8/509813f26d18055fc92c1569daca1450/data/OwYmMNoOpS4CjG,4.19.0-ipanema-g9ba5ed25b696,i44,69.19,5.41,,,,,,,7.84,1552498994.3378773,9597439.97,4646.3452
368,9.56,sysbench 1.1.0,Linux,64,300.0169,mongo v4.1.8,Linux,2007476,/home/dc/storage/i44/mongo/r4.1.8/509813f26d18055fc92c1569daca1450/data/Anv0Ej1ql5Sr7l,4.19.0-ipanema-g9ba5ed25b696,i44,98.58,5.50,,,,,,,10.84,1552531635.1863685,19195495.83,6691.2092
369,9.26,sysbench 1.1.0,Linux,64,300.0164,mongo v4.1.8,Linux,2072333,/home/dc/storage/i44/mongo/r4.1.8/509813f26d18055fc92c1569daca1450/data/NMoh0YnNjGjZqx,4.19.0-ipanema-g9ba5ed25b696,i44,99.03,5.52,,,,,,,10.46,1552443108.266887,19195134.01,6907.3989
370,33.48,sysbench 1.1.0,Linux,256,300.0604,mongo v4.1.8,Linux,2293704,/home/dc/storage/i44/mongo/r4.1.8/509813f26d18055fc92c1569daca1450/data/05GkW8Pc5FzlfV,4.19.0-ipanema-g9ba5ed25b696,i44,1121.79,7.18,,,,,,,44.17,1552553161.5515811,76794660.52,7644.1422
371,9.41,sysbench 1.1.0,Linux,64,300.0166,mongo v4.1.8,Linux,2039803,/home/dc/storage/i44/mongo/r4.1.8/509813f26d18055fc92c1569daca1450/data/3V6ZYKTVQcUxG8,4.19.0-ipanema-g9ba5ed25b696,i44,88.74,5.58,,,,,,,10.65,1552422512.533161,19195484.23,6798.9675
372,6.85,sysbench 1.1.0,Linux,32,300.0090,mongo v4.1.8,Linux,1401631,/home/dc/storage/i44/mongo/r4.1.8/509813f26d18055fc92c1569daca1450/data/eVJn5yzcHHbnQj,4.19.0-ipanema-g9ba5ed25b696,i44,68.22,5.41,,,,,,,7.84,1552476968.3475268,9597364.18,4671.9639
373,52.65,sysbench 1.1.0,Linux,400,300.0977,mongo v4.1.8,Linux,2279128,/home/dc/storage/i44/mongo/r4.1.8/509813f26d18055fc92c1569daca1450/data/a5HC4tAfL3zGma,4.19.0-ipanema-g9ba5ed25b696,i44,1723.75,7.49,,,,,,,63.32,1552420677.4754279,119997663.27,7594.6189
374,16.69,sysbench 1.1.0,Linux,128,300.0417,mongo v4.1.8,Linux,2300277,/home/dc/storage/i44/mongo/r4.1.8/509813f26d18055fc92c1569daca1450/data/RABfAympJ42eSt,4.19.0-ipanema-g9ba5ed25b696,i44,130.94,5.82,,,,,,,24.83,1552527003.4792874,38394902.82,7666.5234
375,9.33,sysbench 1.1.0,Linux,64,300.0176,mongo v4.1.8,Linux,2056342,/home/dc/storage/i44/mongo/r4.1.8/509813f26d18055fc92c1569daca1450/data/mv5ehbRLtCjjaJ,4.19.0-ipanema-g9ba5ed25b696,i44,80.39,5.46,,,,,,,10.46,1552478352.361118,19195186.86,6854.0717
376,6.83,sysbench 1.1.0,Linux,32,300.0082,mongo v4.1.8,Linux,1405975,/home/dc/storage/i44/mongo/r4.1.8/509813f26d18055fc92c1569daca1450/data/iFf9HemtbLcng2,4.19.0-ipanema-g9ba5ed25b696,i44,80.80,5.35,,,,,,,7.84,1552418360.2360299,9597556.15,4686.4556
377,54.61,sysbench 1.1.0,Linux,400,300.1113,mongo v4.1.8,Linux,2197304,/home/dc/storage/i44/mongo/r4.1.8/509813f26d18055fc92c1569daca1450/data/zg6mWAHWUlAzZf,4.19.0-ipanema-g9ba5ed25b696,i44,1871.74,7.25,,,,,,,65.65,1552482499.4237423,119999411.84,7321.6314
378,54.26,sysbench 1.1.0,Linux,400,300.1144,mongo v4.1.8,Linux,2211448,/home/dc/storage/i44/mongo/r4.1.8/509813f26d18055fc92c1569daca1450/data/CBfUjdhkK4gDVp,4.19.0-ipanema-g9ba5ed25b696,i44,1845.81,6.99,,,,,,,65.65,1552438495.4046526,120000903.64,7368.6822
379,9.51,sysbench 1.1.0,Linux,64,300.0175,mongo v4.1.8,Linux,2018195,/home/dc/storage/i44/mongo/r4.1.8/509813f26d18055fc92c1569daca1450/data/Ek1Mgqh0eatTrq,4.19.0-ipanema-g9ba5ed25b696,i44,83.71,5.50,,,,,,,10.65,1552500372.6249282,19195439.85,6726.9253
380,6.87,sysbench 1.1.0,Linux,32,300.0093,mongo v4.1.8,Linux,1397029,/home/dc/storage/i44/mongo/r4.1.8/509813f26d18055fc92c1569daca1450/data/KaNq4bNGGDVwC7,4.19.0-ipanema-g9ba5ed25b696,i44,70.57,5.49,,,,,,,7.84,1552556838.0352604,9597400.22,4656.6190
381,34.32,sysbench 1.1.0,Linux,256,300.0675,mongo v4.1.8,Linux,2237685,/home/dc/storage/i44/mongo/r4.1.8/509813f26d18055fc92c1569daca1450/data/7GohQEA5wXi31M,4.19.0-ipanema-g9ba5ed25b696,i44,1133.83,7.75,,,,,,,44.98,1552521470.5503602,76796188.40,7457.2726
382,52.29,sysbench 1.1.0,Linux,400,300.0995,mongo v4.1.8,Linux,2294846,/home/dc/storage/i44/mongo/r4.1.8/509813f26d18055fc92c1569daca1450/data/TTJd6dhHsCN6Rq,4.19.0-ipanema-g9ba5ed25b696,i44,1895.06,7.40,,,,,,,63.32,1552547178.4948163,119999063.52,7646.9508
383,34.71,sysbench 1.1.0,Linux,256,300.0609,mongo v4.1.8,Linux,2212474,/home/dc/storage/i44/mongo/r4.1.8/509813f26d18055fc92c1569daca1450/data/pAa5wOjWFlW1b8,4.19.0-ipanema-g9ba5ed25b696,i44,1110.53,8.12,,,,,,,45.79,1552481575.4145854,76795219.18,7373.4163
384,15.89,sysbench 1.1.0,Linux,128,300.0354,mongo v4.1.8,Linux,2416218,/home/dc/storage/i44/mongo/r4.1.8/509813f26d18055fc92c1569daca1450/data/ZQ3XX1n3zUk26p,4.19.0-ipanema-g9ba5ed25b696,i44,159.57,5.79,,,,,,,23.52,1552473733.8155603,38394131.75,8053.1092
385,16.88,sysbench 1.1.0,Linux,128,300.0305,mongo v4.1.8,Linux,2274957,/home/dc/storage/i44/mongo/r4.1.8/509813f26d18055fc92c1569daca1450/data/0y4aNGdnbRYmWJ,4.19.0-ipanema-g9ba5ed25b696,i44,145.08,5.60,,,,,,,25.28,1552502694.7643101,38393977.89,7582.4191
386,9.45,sysbench 1.1.0,Linux,64,300.0178,mongo v4.1.8,Linux,2031519,/home/dc/storage/i44/mongo/r4.1.8/509813f26d18055fc92c1569daca1450/data/QrxK9bx7BCWs4m,4.19.0-ipanema-g9ba5ed25b696,i44,83.37,5.60,,,,,,,10.65,1552548554.2560065,19195404.93,6771.3273
387,52.93,sysbench 1.1.0,Linux,400,300.0970,mongo v4.1.8,Linux,2267068,/home/dc/storage/i44/mongo/r4.1.8/509813f26d18055fc92c1569daca1450/data/PaiTM1oZLAV4GN,4.19.0-ipanema-g9ba5ed25b696,i44,1828.82,7.36,,,,,,,64.47,1552507780.4608219,119997292.17,7554.4497
388,52.01,sysbench 1.1.0,ule_wwc scheduling policy,400,300.1359,mongo v4.1.8,ule_wwc scheduling policy,2307446,/home/dc/storage/i44/mongo/r4.1.8/be565b277ffda8256d29617a2b58f94d/data/pMNcVbPsz69ZUQ,4.19.0-ipanema-g9ba5ed25b696,i44,3931.82,5.50,,,,,,,114.72,1552439890.5181746,120008302.11,7688.0045
389,33.26,sysbench 1.1.0,ule_wwc scheduling policy,256,300.0915,mongo v4.1.8,ule_wwc scheduling policy,2309249,/home/dc/storage/i44/mongo/r4.1.8/be565b277ffda8256d29617a2b58f94d/data/ZEZwyfE21kbUbi,4.19.0-ipanema-g9ba5ed25b696,i44,2536.23,6.89,,,,,,,75.82,1552480661.5789423,76798561.12,7695.1489
390,54.53,sysbench 1.1.0,ule_wwc scheduling policy,400,300.1687,mongo v4.1.8,ule_wwc scheduling policy,2200863,/home/dc/storage/i44/mongo/r4.1.8/be565b277ffda8256d29617a2b58f94d/data/ubS4m39u4fp2mN,4.19.0-ipanema-g9ba5ed25b696,i44,4327.92,6.79,,,,,,,123.28,1552421602.337087,120007766.08,7332.0866
391,7.12,sysbench 1.1.0,ule_wwc scheduling policy,32,300.0085,mongo v4.1.8,ule_wwc scheduling policy,1347759,/home/dc/storage/i44/mongo/r4.1.8/be565b277ffda8256d29617a2b58f94d/data/kv6zKrMbDAdN6w,4.19.0-ipanema-g9ba5ed25b696,i44,127.71,5.47,,,,,,,8.43,1552556383.8493693,9597750.17,4492.4024
392,16.76,sysbench 1.1.0,ule_wwc scheduling policy,128,300.0429,mongo v4.1.8,ule_wwc scheduling policy,2290763,/home/dc/storage/i44/mongo/r4.1.8/be565b277ffda8256d29617a2b58f94d/data/O0BUNIwAOMMzVq,4.19.0-ipanema-g9ba5ed25b696,i44,282.18,5.78,,,,,,,21.89,1552441274.0783734,38393998.35,7634.7845
393,32.83,sysbench 1.1.0,ule_wwc scheduling policy,256,300.0894,mongo v4.1.8,ule_wwc scheduling policy,2339533,/home/dc/storage/i44/mongo/r4.1.8/be565b277ffda8256d29617a2b58f94d/data/Nnhtuol2Hh0rTa,4.19.0-ipanema-g9ba5ed25b696,i44,2865.14,5.69,,,,,,,74.46,1552505013.985024,76798903.19,7796.1213
394,7.17,sysbench 1.1.0,ule_wwc scheduling policy,32,300.0081,mongo v4.1.8,ule_wwc scheduling policy,1338004,/home/dc/storage/i44/mongo/r4.1.8/be565b277ffda8256d29617a2b58f94d/data/V30DOEQ8Uzkzph,4.19.0-ipanema-g9ba5ed25b696,i44,127.28,5.45,,,,,,,8.58,1552498538.0284574,9597590.01,4459.8929
395,16.70,sysbench 1.1.0,ule_wwc scheduling policy,128,300.0431,mongo v4.1.8,ule_wwc scheduling policy,2299101,/home/dc/storage/i44/mongo/r4.1.8/be565b277ffda8256d29617a2b58f94d/data/reMYJYGJ0ikuj8,4.19.0-ipanema-g9ba5ed25b696,i44,255.27,5.77,,,,,,,21.50,1552550410.758789,38393633.93,7662.5702
396,7.12,sysbench 1.1.0,ule_wwc scheduling policy,32,300.0083,mongo v4.1.8,ule_wwc scheduling policy,1347880,/home/dc/storage/i44/mongo/r4.1.8/be565b277ffda8256d29617a2b58f94d/data/sl5tWv91yaHMA3,4.19.0-ipanema-g9ba5ed25b696,i44,129.60,5.44,,,,,,,8.43,1552475585.414945,9597713.48,4492.8086
397,34.54,sysbench 1.1.0,ule_wwc scheduling policy,256,300.0916,mongo v4.1.8,ule_wwc scheduling policy,2223571,/home/dc/storage/i44/mongo/r4.1.8/be565b277ffda8256d29617a2b58f94d/data/T63gJcNgxtHjfZ,4.19.0-ipanema-g9ba5ed25b696,i44,1802.97,7.38,,,,,,,80.03,1552425750.8526967,76799087.08,7409.6405
398,7.08,sysbench 1.1.0,ule_wwc scheduling policy,32,300.0083,mongo v4.1.8,ule_wwc scheduling policy,1355104,/home/dc/storage/i44/mongo/r4.1.8/be565b277ffda8256d29617a2b58f94d/data/U6lZRrFsUJSMPb,4.19.0-ipanema-g9ba5ed25b696,i44,123.35,5.32,,,,,,,8.43,1552419757.7095177,9597539.34,4516.8891
399,9.83,sysbench 1.1.0,ule_wwc scheduling policy,64,300.0181,mongo v4.1.8,ule_wwc scheduling policy,1953185,/home/dc/storage/i44/mongo/r4.1.8/be565b277ffda8256d29617a2b58f94d/data/9zSRPDDLCbgO2s,4.19.0-ipanema-g9ba5ed25b696,i44,147.68,5.49,,,,,,,11.24,1552442652.9825206,19195649.27,6510.2236
400,9.86,sysbench 1.1.0,ule_wwc scheduling policy,64,300.0180,mongo v4.1.8,ule_wwc scheduling policy,1947707,/home/dc/storage/i44/mongo/r4.1.8/be565b277ffda8256d29617a2b58f94d/data/BgJSYIkmLE3Phl,4.19.0-ipanema-g9ba5ed25b696,i44,146.12,5.62,,,,,,,11.24,1552501301.2215095,19195633.09,6491.9675
401,17.08,sysbench 1.1.0,ule_wwc scheduling policy,128,300.0432,mongo v4.1.8,ule_wwc scheduling policy,2248487,/home/dc/storage/i44/mongo/r4.1.8/be565b277ffda8256d29617a2b58f94d/data/N3kRWNSVYPCK8y,4.19.0-ipanema-g9ba5ed25b696,i44,209.96,5.66,,,,,,,22.28,1552473278.2457368,38393907.04,7493.8771
402,7.09,sysbench 1.1.0,ule_wwc scheduling policy,32,300.0351,mongo v4.1.8,ule_wwc scheduling policy,1353677,/home/dc/storage/i44/mongo/r4.1.8/be565b277ffda8256d29617a2b58f94d/data/DwrD1t2udDf0hj,4.19.0-ipanema-g9ba5ed25b696,i44,123.97,5.42,,,,,,,8.43,1552445894.524709,9597627.23,4511.7291
403,53.05,sysbench 1.1.0,ule_wwc scheduling policy,400,300.1340,mongo v4.1.8,ule_wwc scheduling policy,2261989,/home/dc/storage/i44/mongo/r4.1.8/be565b277ffda8256d29617a2b58f94d/data/3hqZ3k3kBGTnR9,4.19.0-ipanema-g9ba5ed25b696,i44,4510.25,7.10,,,,,,,121.08,1552525147.9006584,120009631.25,7536.5961
404,9.47,sysbench 1.1.0,ule_wwc scheduling policy,64,300.0186,mongo v4.1.8,ule_wwc scheduling policy,2026846,/home/dc/storage/i44/mongo/r4.1.8/be565b277ffda8256d29617a2b58f94d/data/w3CiAgrfk6V38q,4.19.0-ipanema-g9ba5ed25b696,i44,141.37,5.45,,,,,,,10.84,1552549019.69143,19195644.04,6755.7340
405,51.94,sysbench 1.1.0,ule_wwc scheduling policy,400,300.1424,mongo v4.1.8,ule_wwc scheduling policy,2310339,/home/dc/storage/i44/mongo/r4.1.8/be565b277ffda8256d29617a2b58f94d/data/Z3sx6Z8xMzUvwU,4.19.0-ipanema-g9ba5ed25b696,i44,4623.19,6.28,,,,,,,112.67,1552483430.9037611,120010019.08,7697.4764
406,16.64,sysbench 1.1.0,ule_wwc scheduling policy,128,300.0426,mongo v4.1.8,ule_wwc scheduling policy,2306987,/home/dc/storage/i44/mongo/r4.1.8/be565b277ffda8256d29617a2b58f94d/data/A5L202PR9PHFc2,4.19.0-ipanema-g9ba5ed25b696,i44,283.70,5.92,,,,,,,21.50,1552428970.874417,38393713.58,7688.8659
407,9.56,sysbench 1.1.0,ule_wwc scheduling policy,64,300.0163,mongo v4.1.8,ule_wwc scheduling policy,2007230,/home/dc/storage/i44/mongo/r4.1.8/be565b277ffda8256d29617a2b58f94d/data/zEMGfTpqS4tOfO,4.19.0-ipanema-g9ba5ed25b696,i44,142.69,5.50,,,,,,,11.04,1552423429.576176,19195480.77,6690.4032
408,53.48,sysbench 1.1.0,ule_wwc scheduling policy,400,300.1439,mongo v4.1.8,ule_wwc scheduling policy,2244004,/home/dc/storage/i44/mongo/r4.1.8/be565b277ffda8256d29617a2b58f94d/data/dWILYZbaPT9lC1,4.19.0-ipanema-g9ba5ed25b696,i44,3727.93,6.90,,,,,,,114.72,1552545791.5945816,120010310.10,7476.4262
409,17.68,sysbench 1.1.0,ule_wwc scheduling policy,128,300.0439,mongo v4.1.8,ule_wwc scheduling policy,2171741,/home/dc/storage/i44/mongo/r4.1.8/be565b277ffda8256d29617a2b58f94d/data/zVOBXDbC449osW,4.19.0-ipanema-g9ba5ed25b696,i44,320.51,5.79,,,,,,,23.10,1552526082.75917,38394483.95,7238.0769
410,33.30,sysbench 1.1.0,ule_wwc scheduling policy,256,300.0884,mongo v4.1.8,ule_wwc scheduling policy,2306172,/home/dc/storage/i44/mongo/r4.1.8/be565b277ffda8256d29617a2b58f94d/data/d1j5xIpJEEXckd,4.19.0-ipanema-g9ba5ed25b696,i44,2390.18,5.64,,,,,,,75.82,1552436642.592123,76798734.22,7684.9746
